state,i_urban,age,i_asian,i_black,i_hispanic,i_indigenous,i_white,i_female,i_male,i_grad_college,i_married,personal_income,i_foodstamps,i_health_insurance,i_internet,time_depart,time_arrive,time_commuting
MI,0,56,0,0,0,0,1,0,1,0,1,4.5,0,1,1,392,409,15
MI,0,46,0,0,0,0,1,1,0,0,0,0.39,1,1,1,482,499,15
MI,0,48,0,0,0,0,0,0,1,0,1,3,0,0,1,482,519,35
MI,0,37,0,0,0,0,1,0,1,1,1,12,0,1,1,482,604,147
MI,0,28,0,0,0,0,1,1,0,0,1,2.4,0,1,1,452,464,10
MI,0,57,0,0,0,0,1,1,0,1,1,11.5,0,1,1,635,654,20
MI,0,61,0,0,0,0,1,0,1,1,1,11.956,0,1,1,512,519,5
MI,0,58,0,0,0,0,1,0,1,1,1,14,0,1,1,452,499,45
MI,1,29,0,0,0,0,1,0,1,0,0,6,0,1,1,387,399,12
MI,1,55,0,0,0,0,1,1,0,1,1,6.4,0,1,1,422,429,5
MI,1,50,0,0,0,0,1,0,1,1,1,4.5,0,1,1,422,439,15
MI,1,59,0,0,0,0,1,1,0,1,1,3,0,1,1,605,619,15
MI,1,64,0,0,0,0,1,0,1,0,1,7.002,0,1,1,347,389,40
MI,1,66,0,0,0,0,1,0,1,0,1,7.6,0,1,1,467,479,10
MI,1,64,0,0,0,0,1,0,1,1,1,12.7,0,1,1,75,104,25
MI,1,34,0,0,0,0,1,0,1,1,1,6,0,1,1,452,479,25
MI,1,48,0,0,0,0,1,0,1,0,1,2.3,1,1,1,1265,1274,10
MI,1,26,0,0,0,0,1,0,1,1,0,5.9,0,1,1,392,404,10
MI,1,38,1,0,0,0,0,0,1,1,0,42.7,0,1,0,482,504,20
MI,1,59,0,0,0,0,1,0,1,1,0,10,0,1,1,437,469,30
MI,1,63,0,0,0,0,1,0,1,0,1,3.22,0,1,0,1115,1204,90
MI,1,54,0,0,0,0,1,1,0,1,1,3,0,1,1,407,419,10
MI,1,38,0,0,0,0,1,0,1,1,1,5.5,0,1,1,482,504,20
MI,1,55,0,0,0,0,1,1,0,0,1,1.2,0,1,1,265,269,2
MI,1,44,1,0,0,0,0,0,1,1,0,3.6,0,1,1,467,509,40
MI,1,23,0,0,0,0,1,1,0,1,0,5,0,1,1,392,414,20
MI,1,20,0,0,0,0,1,1,0,0,0,1.5,0,1,1,422,429,5
MI,1,46,0,0,0,0,1,1,0,1,0,3,0,1,1,482,499,15
MI,1,63,0,0,0,0,1,0,1,0,1,3.28,0,1,1,372,384,10
MI,1,22,0,0,0,0,1,1,0,1,0,2.8,0,1,1,995,1009,15
MI,1,28,0,0,1,0,0,0,1,0,1,0.72,0,0,1,452,469,18
MI,1,28,0,0,0,0,1,1,0,1,0,4.8,0,1,1,422,469,45
MI,1,39,0,0,0,0,1,1,0,0,0,0.32,1,1,1,725,754,30
MI,1,32,0,0,0,0,1,0,1,0,0,2.5,0,1,1,347,364,15
MI,1,73,0,0,0,0,1,1,0,0,1,5.08,0,1,1,422,469,45
MI,1,50,0,0,0,0,1,0,1,0,1,2,0,1,1,452,474,20
MI,1,19,0,0,0,0,1,0,1,0,0,0.1,0,0,1,392,414,20
MI,1,61,0,0,0,0,1,1,0,0,0,2.42,0,1,1,332,364,30
MI,1,59,0,0,0,0,1,0,1,0,1,15,0,1,1,392,594,147
MI,1,60,0,0,0,0,1,0,1,1,1,15.5,0,1,1,392,429,35
MI,1,39,0,0,0,0,1,1,0,0,1,3.23,0,1,1,417,424,5
MI,1,28,0,0,0,0,1,0,1,0,1,5,0,1,1,482,544,60
MI,1,50,0,0,0,0,1,0,1,0,1,6.5,0,1,1,377,409,30
MI,1,70,0,0,0,0,1,1,0,0,1,3.3,0,1,1,482,494,10
MI,1,56,0,0,0,0,1,1,0,1,1,7.2,0,1,1,367,384,17
MI,1,62,0,0,0,0,1,0,1,0,1,2.88,0,1,1,665,684,20
MI,1,23,0,0,0,0,1,1,0,1,0,6.4,0,1,1,422,454,30
MI,1,32,0,1,0,0,0,0,1,0,0,0.16,1,1,1,422,454,30
MI,1,69,0,0,0,0,1,0,1,1,1,18.5,0,1,1,422,464,40
MI,1,27,0,0,0,0,1,1,0,0,1,1.8,0,0,1,482,534,50
MI,1,59,0,0,0,0,1,0,1,0,1,18.7,0,1,1,542,554,10
MI,1,57,1,0,0,0,0,1,0,0,1,5,0,1,1,362,384,20
MI,1,47,0,0,0,0,1,0,1,1,1,13,0,1,1,392,469,75
MI,1,46,0,0,1,0,1,1,0,0,0,5.8,0,1,1,482,504,20
MI,1,65,0,0,0,0,1,0,1,0,0,1.6,0,1,1,422,544,147
MI,1,32,0,0,0,0,1,1,0,0,0,7.3,0,1,1,512,529,15
MI,1,42,0,0,0,0,1,0,1,0,1,10,0,1,1,452,504,50
MI,1,41,0,0,0,0,1,0,1,1,1,8.9,0,1,1,482,499,15
MI,1,51,0,0,0,0,1,1,0,0,0,2.6,0,1,1,442,474,30
MI,1,35,0,0,0,0,1,0,1,1,1,12.2,0,0,1,452,479,25
MI,1,31,0,0,0,0,0,0,1,1,1,6,0,1,1,332,364,30
MI,1,30,0,0,0,0,1,1,0,1,1,4.6,0,1,1,422,454,30
MI,1,27,0,0,0,0,1,1,0,0,1,1.2,1,0,1,437,474,35
MI,1,16,0,0,0,0,1,0,1,0,0,0.3,0,1,1,1005,1019,10
MI,1,51,0,0,1,0,1,0,1,0,1,6,0,1,1,372,389,15
MI,1,57,0,0,0,0,1,0,1,0,1,3.51,0,1,1,472,509,35
MI,1,42,0,0,0,0,1,0,1,0,0,3.2,0,1,1,467,474,5
MI,1,61,0,0,0,0,1,1,0,0,0,3,0,1,1,1245,1264,30
MI,1,37,0,0,0,0,1,1,0,0,1,5,0,1,1,482,494,10
MI,1,32,0,0,0,0,1,1,0,1,1,5.2,0,1,1,497,509,12
MI,1,31,1,0,0,0,0,1,0,1,1,10,0,1,1,332,349,15
MI,1,52,0,0,0,0,1,1,0,0,1,3,0,1,1,422,439,15
MI,1,66,1,0,0,0,0,0,1,1,0,8.539,0,1,1,432,444,12
MI,1,29,1,0,0,0,0,0,1,1,0,7.11,0,1,1,542,554,12
MI,1,36,1,0,0,0,0,0,1,1,1,2.5,0,1,1,1265,1274,10
MI,1,34,0,0,0,0,1,0,1,1,0,3.525,0,1,0,392,409,15
MI,1,38,0,0,0,0,1,0,1,0,1,4.8,0,1,1,452,484,30
MI,1,32,0,0,1,0,0,1,0,0,0,2.4,1,1,1,397,414,15
MI,1,59,0,1,0,0,0,1,0,0,1,7,0,1,1,482,499,15
MI,1,60,0,1,0,0,0,0,1,0,1,8.3,0,1,1,275,294,20
MI,1,33,0,1,0,0,0,0,1,0,0,0.508,1,0,1,362,379,15
MI,1,56,0,1,0,0,0,1,0,0,0,2.2,0,1,1,905,934,30
MI,1,25,0,1,0,0,0,1,0,1,0,3.2,0,1,1,532,554,20
MI,1,44,0,0,0,0,1,0,1,1,1,5.7,0,1,1,402,414,12
MI,1,44,0,0,0,0,1,1,0,0,1,2.5,0,1,1,482,499,15
MI,1,27,0,1,0,0,0,1,0,0,0,2.34,1,1,1,482,499,15
MI,1,35,0,0,0,0,1,0,1,1,1,2.3,0,1,1,605,619,17
MI,1,50,0,0,0,0,1,0,1,0,1,1.5,0,1,1,422,454,30
MI,1,37,0,1,0,0,0,0,1,0,1,5,0,1,1,452,494,40
MI,1,36,0,1,0,0,0,0,1,1,1,8,0,1,1,512,554,40
MI,1,20,0,0,0,0,1,1,0,0,0,2.3,0,1,1,542,564,20
MI,1,21,0,1,0,0,0,1,0,0,0,3.4,0,0,1,467,484,15
MI,1,30,0,0,0,0,1,1,0,0,1,2.98,0,1,1,392,414,20
MI,1,23,0,1,0,0,0,1,0,0,0,0.5,0,1,1,1325,1339,15
MI,1,35,0,1,0,0,0,0,1,0,0,1,0,0,1,422,514,90
MI,1,46,0,0,0,0,1,0,1,1,1,7,0,1,1,527,574,45
MI,1,58,0,0,0,0,1,1,0,1,1,10,0,1,1,245,259,15
MI,1,20,0,1,0,0,0,1,0,0,0,0.5,0,1,1,845,854,10
MI,1,71,0,0,0,0,1,1,0,1,1,6.92,0,1,1,422,439,15
MI,1,42,0,0,0,0,1,0,1,0,1,6.5,0,1,1,332,354,20
MI,1,45,0,0,1,0,1,1,0,0,0,4,0,1,1,482,514,30
MI,1,66,0,0,0,0,1,1,0,1,0,6.713,0,1,1,497,519,20
MI,1,17,0,1,0,0,0,1,0,0,0,0.22,0,1,1,965,969,5
MN,0,53,0,0,0,0,1,0,1,0,1,7.03,0,1,1,407,424,15
MN,0,40,0,0,0,0,1,0,1,0,1,5.4,0,1,1,332,379,45
MN,0,54,0,0,0,0,1,1,0,0,1,2,0,1,1,477,479,2
MN,0,63,0,0,0,0,1,0,1,1,1,9.52,0,1,1,452,459,6
MN,0,40,0,0,0,0,1,0,1,1,1,7.3,0,1,1,362,414,50
MN,0,29,0,0,0,0,1,0,1,0,1,0.16,0,0,0,362,384,20
MN,0,46,0,0,0,0,1,0,1,0,1,4,0,1,1,215,244,30
MN,0,20,0,0,0,0,1,1,0,0,0,1.72,0,1,1,572,594,20
MN,0,64,0,0,0,0,1,0,1,0,1,2.65,0,1,1,422,429,5
MN,0,61,0,0,0,0,1,0,1,0,1,4.66,0,1,1,437,449,10
MN,0,72,0,0,0,0,1,0,1,1,1,7.69,0,1,1,725,739,17
MN,0,52,0,0,0,0,1,0,1,0,1,4.2,0,1,1,275,289,15
MN,0,53,0,0,0,0,1,1,0,0,1,3.15,0,1,1,392,414,20
MN,0,39,0,0,0,0,1,0,1,1,1,5,0,1,1,452,469,15
MN,0,52,0,0,0,0,1,0,1,1,1,6.5,0,1,1,452,474,20
MN,0,69,0,0,0,0,1,1,0,0,1,1.82,0,1,1,467,474,5
MN,0,54,0,0,0,0,1,1,0,0,1,3.43,0,1,1,512,529,15
MN,0,56,0,0,0,0,1,0,1,0,1,6.5,0,1,1,377,399,20
MN,0,30,0,0,0,0,1,1,0,1,1,0.645,0,1,1,795,804,8
MN,0,40,0,0,0,0,1,1,0,0,0,5.03,0,1,1,477,499,24
MN,0,38,0,0,0,0,1,0,1,1,1,21,0,1,1,362,394,30
MN,0,38,0,0,0,0,1,1,0,0,1,2.77,0,0,1,467,499,30
MN,0,56,0,0,0,0,1,0,1,1,1,48.7,0,1,1,362,384,23
MN,0,35,0,0,0,0,1,1,0,1,1,6,0,1,1,437,589,148
MN,0,34,0,0,0,0,1,0,1,0,1,4.6,0,1,1,422,429,5
MN,0,68,0,0,0,0,1,0,1,0,0,10.7,0,1,1,725,784,60
MN,0,33,0,0,0,0,1,0,1,0,1,12.1,0,1,1,482,489,5
MN,0,48,0,0,0,0,1,1,0,1,1,3.39,0,1,1,377,429,50
MN,0,75,0,0,0,0,1,1,0,0,1,1.34,0,1,0,512,524,10
MN,0,53,0,0,0,0,1,1,0,1,0,6.3,0,1,1,437,484,45
MN,0,21,0,0,0,0,1,1,0,1,0,0.4,0,0,1,512,544,30
MN,0,51,0,0,0,0,1,1,0,0,1,9,0,1,1,422,434,10
MN,0,42,0,0,0,0,1,0,1,1,1,3.66,0,1,1,452,474,20
MN,0,57,0,0,0,0,1,1,0,1,0,12.3,0,1,1,422,449,25
MN,0,34,0,0,0,0,1,0,1,0,0,0.9,0,1,1,422,429,5
MN,0,65,0,0,0,0,1,1,0,0,1,3.3,0,1,0,497,514,15
MN,0,41,0,0,0,0,1,1,0,1,1,4.5,0,1,1,452,454,3
MN,0,66,0,0,0,0,1,0,1,0,0,5.67,0,1,1,452,489,35
MN,0,68,0,0,0,0,1,0,1,1,0,5.2,0,1,1,472,474,4
MN,0,36,0,0,0,0,1,1,0,0,1,1.6,0,1,1,422,444,22
MN,0,66,0,0,0,0,1,0,1,0,1,3.8,0,1,1,245,264,20
MN,0,31,0,0,0,0,1,0,1,0,0,5.2,0,1,1,422,459,35
MN,0,34,0,0,0,0,1,0,1,0,0,4.6,0,1,1,362,399,35
MN,0,73,0,0,0,0,1,0,1,0,1,4.93,0,1,1,392,414,20
MN,0,62,0,0,0,0,1,1,0,0,1,0.6,0,1,1,422,439,15
MN,0,37,0,0,0,0,1,1,0,1,1,5,0,1,1,422,454,30
MN,0,46,0,0,0,0,1,1,0,0,0,1.6,0,1,1,815,819,5
MN,0,62,0,0,0,0,1,1,0,0,1,5,0,1,1,437,464,25
MN,0,24,0,0,0,0,1,0,1,0,0,3,0,1,1,472,479,5
MN,0,34,0,0,0,0,1,1,0,1,1,10.88,0,1,1,452,489,35
MN,0,29,0,0,0,0,1,1,0,0,1,4,0,1,1,362,379,15
MN,0,43,0,0,0,0,1,1,0,0,1,0.88,0,0,1,482,499,15
MN,0,61,0,0,0,0,1,0,1,0,1,0.62,0,1,0,427,439,10
MN,0,26,0,0,0,0,1,0,1,0,0,3,0,1,1,462,469,5
MN,0,21,0,0,0,0,1,0,1,0,0,2.2,0,1,1,1005,1014,5
MN,0,32,0,0,0,0,1,0,1,0,1,7.5,0,1,1,392,424,30
MN,0,57,0,0,0,0,1,1,0,1,1,4.6,0,1,1,452,469,15
MN,0,27,0,0,0,0,1,0,1,1,1,10.05,0,1,1,392,404,10
MN,0,40,0,0,0,0,1,0,1,1,1,12.5,0,1,1,392,414,20
MN,0,19,0,0,0,0,1,0,1,0,0,1.5,0,1,1,352,374,20
MN,0,45,0,0,0,0,1,0,1,1,0,11.5,0,1,1,452,469,15
MN,1,31,1,0,0,0,0,1,0,0,0,4.22,1,1,1,452,479,25
MN,1,53,0,0,0,0,1,0,1,1,1,20,0,1,1,467,484,15
MN,1,22,0,0,0,0,1,0,1,0,0,0.5,0,1,1,785,794,10
MN,1,34,0,1,0,0,0,0,1,0,0,3.03,1,1,1,362,374,10
MN,1,40,0,0,0,0,1,0,1,1,1,7.2,0,1,1,362,394,30
MN,1,63,0,0,0,0,1,1,0,1,1,3.22,0,1,1,452,484,30
MN,1,41,0,1,0,0,0,0,1,1,1,4.5,0,1,1,1265,1274,10
MN,1,72,0,0,0,0,1,1,0,1,0,7.7,0,1,1,422,429,6
MN,1,30,0,0,1,0,1,0,1,1,1,7.2,0,1,1,362,384,20
MN,1,35,0,0,0,0,1,1,0,1,1,8,0,1,1,452,474,20
MN,1,58,0,0,0,0,1,1,0,1,1,7,0,1,1,482,524,40
MN,1,47,0,0,0,0,1,1,0,1,1,2.75,0,1,1,482,504,20
MN,1,41,0,0,0,0,1,1,0,1,0,9.5,0,1,1,572,589,15
MN,1,41,0,0,0,0,1,1,0,1,1,7.5,0,1,1,482,489,5
MN,1,45,0,0,0,0,1,1,0,0,1,4.49,0,1,1,975,994,15
MN,1,62,0,0,0,0,1,0,1,0,1,7.7,0,1,1,422,444,23
MN,1,20,0,0,0,0,1,1,0,0,0,0.5,0,1,1,362,424,60
MN,1,30,0,0,0,0,1,1,0,1,1,8.5,0,1,1,482,504,20
MN,1,25,0,0,0,0,1,0,1,1,0,5,0,1,1,452,479,25
MN,1,62,0,0,0,0,0,1,0,1,0,1.32,1,1,0,472,484,10
MN,1,34,0,0,0,0,1,1,0,0,0,3.3,0,1,1,497,514,15
MN,1,56,0,0,0,0,1,1,0,1,0,8.5,0,1,1,542,554,10
MN,1,37,0,0,0,0,1,1,0,1,1,3.5,0,1,1,392,414,20
MN,1,27,0,0,0,0,1,0,1,1,1,5,0,1,1,422,454,30
MN,1,36,0,0,0,0,1,1,0,1,0,6.5,0,1,1,422,604,148
MN,1,48,0,0,0,0,1,1,0,1,1,6,0,1,1,392,414,20
MN,1,53,1,0,0,0,0,0,1,1,1,2.1,0,1,1,362,384,20
MN,1,44,0,1,0,0,0,0,1,0,1,1.29,0,1,1,362,379,15
MN,1,24,0,0,0,0,1,0,1,0,0,3.31,0,1,1,1325,1359,35
MN,1,29,0,0,0,0,1,0,1,0,1,6.7,0,1,1,377,424,45
MN,1,34,0,0,0,0,1,0,1,1,1,4.5,0,1,1,452,484,30
MN,1,39,0,0,0,0,1,0,1,0,1,5.74,0,1,1,422,474,50
MN,1,25,0,0,0,0,1,0,1,1,0,3.48,0,1,1,407,414,7
MN,1,24,0,0,0,0,1,0,1,0,0,3.245,0,1,1,452,469,15
MN,1,28,1,0,0,0,0,1,0,1,1,10,0,1,1,482,504,20
MN,1,49,0,0,0,0,1,1,0,0,1,3.6,0,1,1,437,449,10
MS,0,54,0,1,0,0,0,0,1,1,1,3.92,0,1,1,482,489,5
MS,0,54,0,0,0,0,1,1,0,1,1,2.5,0,1,1,437,469,30
MS,0,41,0,0,0,0,1,0,1,0,1,1.93,0,1,1,422,424,2
MS,0,29,0,1,0,0,0,0,1,1,0,16,0,1,1,875,894,20
MS,0,56,0,0,0,0,1,0,1,0,1,7.5,0,1,1,437,454,15
MS,0,45,0,0,0,0,1,0,1,0,0,3,0,1,1,362,384,20
MS,0,61,0,1,0,0,0,0,1,0,0,1.71,0,1,0,422,424,3
MS,0,35,0,1,0,0,0,1,0,1,0,2,0,1,1,412,429,15
MS,0,44,0,1,0,0,0,1,0,1,0,4,0,1,1,422,454,30
MS,0,37,0,0,1,0,1,0,1,0,1,1.2,1,0,1,422,429,5
MS,0,40,0,0,0,0,1,0,1,0,1,4.5,0,1,1,407,429,20
MS,0,31,0,1,0,0,0,0,1,0,0,2.25,0,1,0,407,439,30
MS,0,62,0,0,0,0,1,1,0,0,1,0.77,0,0,1,482,489,5
MS,0,61,0,0,0,0,1,0,1,0,1,5.79,0,1,1,422,604,162
MS,0,71,0,0,0,0,1,0,1,0,1,3.33,0,1,1,452,464,10
MS,0,33,0,1,0,0,0,1,0,0,0,5.2,0,1,0,362,424,60
MS,0,58,0,0,0,0,1,0,1,1,1,4.21,0,1,1,452,469,15
MS,0,27,0,1,0,0,0,1,0,1,1,5,0,0,1,845,904,60
MS,0,57,0,0,0,0,1,0,1,1,1,15.55,0,1,1,467,474,5
MS,0,56,0,0,1,0,0,0,1,1,0,18.318,0,1,1,452,469,15
MS,0,31,0,0,0,0,1,1,0,1,0,2.1,0,1,1,527,544,15
MS,0,46,0,0,0,0,1,0,1,0,1,6.4,0,1,1,452,469,15
MS,0,34,0,1,0,0,0,1,0,1,0,3.75,1,1,1,347,379,30
MS,0,43,0,0,0,0,1,1,0,0,0,2.9,0,1,1,362,379,15
MS,0,71,0,0,0,0,1,1,0,0,1,9.21,0,1,1,377,394,15
MS,0,62,0,0,0,0,1,0,1,0,0,1.045,0,1,0,422,454,30
MS,0,26,0,0,0,0,1,0,1,0,0,3.1,0,1,1,377,399,20
MS,0,33,0,0,0,0,1,0,1,1,1,33.5,0,1,1,392,469,75
MS,0,48,0,1,0,0,0,0,1,1,1,2.1,0,1,1,1265,1274,10
MS,0,38,0,0,0,0,1,1,0,1,1,3.4,0,1,1,422,429,5
MS,0,64,0,0,0,0,1,0,1,1,0,6.5,0,1,1,482,544,60
MS,0,52,0,1,0,0,0,0,1,0,1,1.8,1,1,1,285,324,40
MS,0,59,0,1,0,0,0,1,0,1,0,1.5,0,1,0,362,374,10
MS,0,49,0,0,0,0,1,0,1,0,1,3.3,0,1,1,965,989,25
MS,0,65,0,0,0,0,1,1,0,0,1,1.74,0,1,0,392,409,15
MS,0,50,0,1,0,0,0,0,1,0,1,2.16,0,1,1,332,359,25
MS,0,30,0,0,0,0,1,1,0,1,1,4.6,0,1,1,482,499,17
MS,1,45,0,0,0,0,1,1,0,0,1,4,0,1,1,362,374,10
MS,1,64,0,0,0,0,1,1,0,0,1,2.31,0,0,0,512,544,30
MS,1,27,0,0,0,0,1,1,0,0,0,3.1,1,1,1,482,529,45
MS,1,61,0,0,0,0,1,0,1,1,1,13.2,0,1,0,387,414,25
MS,1,50,0,0,0,0,1,0,1,1,1,8.5,0,1,1,482,494,10
MS,1,63,0,0,0,0,1,0,1,1,1,1.5,0,0,1,482,504,20
MS,1,27,0,0,0,0,1,1,0,1,1,2.16,0,1,1,527,534,5
MS,1,48,0,0,0,0,1,1,0,0,0,4.2,0,1,1,522,524,1
MO,0,51,0,0,0,0,1,1,0,0,1,1.2,0,0,1,845,869,25
MO,0,22,0,0,0,0,1,0,1,0,0,5.2,0,1,1,407,419,12
MO,0,24,0,0,0,0,1,0,1,0,0,4.2,0,1,1,377,394,15
MO,0,32,0,0,0,0,1,0,1,0,1,20,0,1,1,392,409,15
MO,0,29,0,0,0,0,1,0,1,1,1,11,0,1,1,362,399,35
MO,0,44,0,0,0,0,1,0,1,1,1,4.5,0,1,1,452,474,20
MO,0,68,0,0,0,0,1,0,1,1,1,5,0,1,1,422,424,1
MO,0,49,0,0,0,0,1,0,1,0,0,4.2,0,1,1,467,479,10
MO,0,67,0,0,0,0,1,0,1,1,1,19.35,0,1,1,302,324,20
MO,0,25,0,0,0,0,1,0,1,0,1,4.1,0,1,1,225,339,146
MO,0,22,0,0,0,0,0,1,0,0,0,1.42,0,1,1,402,414,10
MO,0,39,0,0,0,0,1,0,1,1,0,3,1,1,1,1065,1074,10
MO,0,24,0,0,0,0,1,0,1,1,0,2,0,1,1,362,379,15
MO,0,56,0,0,0,0,1,1,0,0,0,2.8,1,1,0,815,874,60
MO,0,47,0,0,0,0,1,0,1,0,1,3.08,1,1,0,392,404,10
MO,0,22,0,0,0,0,1,0,1,0,0,2.69,0,0,0,1055,1129,75
MO,0,38,0,0,0,0,1,0,1,0,1,3.7,0,1,1,407,414,5
MO,0,52,1,0,0,0,0,0,1,1,1,6,0,1,1,1025,1064,40
MO,0,32,0,0,0,0,1,0,1,1,0,8.33,0,1,1,512,519,7
MO,0,28,0,1,0,0,0,1,0,1,0,6,0,1,1,467,489,20
MO,0,23,0,0,0,0,1,0,1,0,0,1.95,0,1,1,905,924,20
MO,0,50,0,0,0,0,1,0,1,0,1,5,0,1,1,362,364,3
MO,0,49,0,0,0,0,1,0,1,0,1,7.5,0,1,1,422,459,35
MO,0,31,0,0,0,0,1,1,0,0,1,0.85,0,1,1,467,469,1
MO,0,23,0,0,0,0,1,1,0,1,1,4,0,1,1,472,504,30
MO,0,53,0,0,0,0,1,0,1,0,1,6.28,0,1,1,332,334,2
MO,0,71,0,0,0,0,1,1,0,0,0,3.17,0,1,1,462,474,10
MO,0,52,0,0,0,0,1,1,0,0,0,2.53,0,1,1,995,1034,40
MO,0,29,0,0,0,0,1,0,1,0,0,5,0,0,1,392,439,45
MO,0,26,0,0,0,0,1,0,1,0,1,7.6,0,1,1,342,354,10
MO,0,66,0,0,0,0,1,1,0,0,1,2.8,1,1,1,362,384,20
MO,0,72,0,0,0,0,1,1,0,0,0,2.38,0,1,0,337,359,20
MO,0,68,0,0,0,0,1,0,1,0,1,10.511,0,1,1,422,484,60
MO,0,42,0,0,0,0,1,0,1,0,1,3.5,0,1,1,452,499,45
MO,0,54,0,0,0,0,1,0,1,0,1,1.9,0,1,1,422,444,20
MO,0,40,0,0,0,0,0,1,0,0,0,1.5,0,1,0,605,609,5
MO,1,65,0,0,0,0,1,1,0,1,0,3.3,0,1,1,437,454,15
MO,1,44,0,0,0,0,1,1,0,1,1,1.6,0,1,1,422,424,3
MO,1,62,0,0,0,0,1,1,0,1,0,6.33,0,1,1,905,934,30
MO,1,19,0,0,0,0,1,0,1,0,0,1.5,0,1,1,347,439,90
MO,1,30,0,0,0,0,1,1,0,0,1,1.5,1,0,1,905,909,5
MO,1,31,0,0,0,0,1,1,0,0,0,1.4,0,1,1,1185,1199,25
MO,1,48,1,0,0,0,0,0,1,0,1,2.8,0,1,1,452,469,15
MO,1,71,0,0,0,0,1,0,1,0,0,3.53,0,1,1,452,464,10
MO,1,51,0,0,0,0,1,1,0,1,1,6.3,1,1,1,437,459,20
MO,1,38,0,0,0,1,0,1,0,1,1,6.3,0,1,1,542,564,22
MO,1,62,0,0,0,0,1,1,0,1,0,6.2,0,1,1,452,489,35
MO,1,28,0,0,0,0,1,0,1,0,0,2,0,0,1,482,514,30
MO,1,29,0,0,0,0,1,1,0,1,0,10,0,1,1,482,519,35
MO,1,49,0,0,0,0,1,1,0,1,1,9,0,1,1,412,444,30
MO,1,40,0,0,0,0,1,0,1,0,1,6,0,1,1,362,379,15
MO,1,62,0,0,0,0,1,1,0,0,1,2.85,0,1,1,407,424,15
MO,1,39,0,0,0,0,1,1,0,0,0,4.2,0,1,1,362,409,45
MO,1,36,0,0,0,0,1,0,1,1,0,5.83,0,1,1,502,529,26
MO,1,52,0,0,0,0,1,0,1,1,1,9.7,0,1,1,302,349,45
MO,1,63,0,0,0,0,1,0,1,0,1,6,0,1,1,362,394,30
MO,1,25,0,0,0,0,1,1,0,0,0,1.29,1,0,1,407,414,5
MO,1,61,0,0,0,0,1,1,0,1,0,13,0,1,1,422,484,60
MO,1,55,0,0,0,0,1,1,0,0,1,4.5,0,1,1,635,644,10
MO,1,56,0,0,0,0,1,0,1,0,1,16,0,1,1,422,474,50
MO,1,71,0,0,0,0,1,0,1,0,1,7.1,0,1,1,317,369,50
MO,1,32,0,0,0,0,1,1,0,1,1,7.29,0,1,1,452,469,18
MO,1,49,0,0,0,0,1,1,0,1,1,1.5,0,1,1,502,514,12
MO,1,40,0,0,0,0,1,1,0,0,1,8.5,0,1,1,452,489,35
MO,1,38,0,0,0,0,1,0,1,1,1,13.2,0,1,1,285,304,17
MO,1,56,0,0,0,0,1,0,1,0,1,6.2,0,1,1,447,489,40
MO,1,27,0,0,0,0,1,0,1,1,0,6.1,0,1,1,512,539,25
MO,1,17,0,0,0,0,1,0,1,0,0,0.02,0,0,1,1365,1384,15
MO,1,20,0,0,0,0,1,0,1,0,0,1.14,0,1,1,265,274,10
MO,1,22,0,0,0,0,1,1,0,0,0,1.45,0,1,1,527,539,10
MO,1,31,0,0,0,0,1,0,1,1,0,7.5,0,1,1,482,489,5
MO,1,67,0,0,0,0,1,0,1,1,1,6,0,1,1,392,414,20
MO,1,71,0,0,0,0,1,0,1,0,1,3,0,1,1,482,489,5
MO,1,52,0,0,0,0,1,1,0,1,1,1.73,0,1,1,452,499,45
MO,1,34,0,0,0,0,1,0,1,1,1,6.8,0,1,1,512,549,35
MO,1,61,0,0,0,0,1,0,1,1,1,17.5,0,1,1,452,474,20
MO,1,45,0,1,0,0,0,1,0,0,1,3,0,1,1,332,349,15
MO,1,68,0,1,0,0,0,0,1,0,1,4.2,0,1,1,1155,1174,30
MO,1,29,0,0,0,0,1,0,1,0,1,3,0,1,1,437,459,20
MO,1,40,0,0,0,0,1,0,1,1,0,7.6,0,1,1,512,534,20
MO,1,38,0,0,0,0,0,1,0,1,1,1.9,0,0,1,695,714,20
MO,1,46,0,0,0,0,1,0,1,0,0,1,1,0,1,362,409,45
MO,1,27,0,0,0,0,1,0,1,1,1,11,0,1,1,467,484,15
MO,1,32,0,0,0,0,1,0,1,1,0,4,0,1,1,512,534,20
MO,1,64,0,0,0,0,1,1,0,1,1,6.6,0,1,1,512,529,15
MO,1,27,0,1,0,0,0,1,0,0,0,1.17,0,1,1,452,464,10
MO,1,49,0,1,1,0,0,0,1,0,0,1.2,0,1,1,1025,1054,30
MO,1,46,0,0,0,0,1,0,1,1,1,19,0,1,1,467,514,45
MO,1,58,0,0,0,0,1,1,0,0,1,3.2,0,1,1,512,534,20
MO,1,57,0,1,0,0,0,1,0,0,0,3.84,0,1,1,477,494,15
MO,1,32,0,0,0,0,1,0,1,1,1,9.5,0,1,1,482,499,15
MO,1,53,0,0,0,0,0,1,0,0,1,2.6,0,0,1,482,519,35
MO,1,53,0,1,0,0,0,0,1,0,0,2,0,1,1,392,424,30
MO,1,61,0,0,0,0,1,0,1,0,1,2,0,1,1,332,344,10
MT,0,28,0,0,0,0,0,0,1,0,1,7,0,1,1,225,234,10
MT,0,54,0,0,0,0,1,0,1,1,1,9.1,0,1,1,512,529,15
MT,0,26,0,0,0,0,1,0,1,0,1,2.7,0,1,1,422,424,1
