state,i_urban,age,i_asian,i_black,i_hispanic,i_indigenous,i_white,i_female,i_male,education,i_grad_college,i_married,personal_income,i_foodstamps,i_health_insurance,i_internet,time_depart,time_arrive,time_commuting
MO,0,29,0,0,1,0,1,0,1,12,0,1,3,0,0,1,1355,1369,15
MO,0,65,0,0,0,0,1,1,0,17,1,1,15.712,0,1,1,572,604,30
MO,0,59,0,0,0,0,1,0,1,12,0,1,4,0,1,1,422,434,10
MO,0,37,0,0,0,0,1,1,0,14,0,0,3,1,1,1,362,394,30
MO,1,24,0,0,0,0,1,0,1,12,0,0,2.27,0,1,1,815,824,10
MO,1,61,0,0,0,0,1,0,1,12,0,1,5.5,0,1,1,285,344,59
MO,1,59,0,0,0,0,1,0,1,12,0,1,10.24,0,1,1,332,394,60
MO,1,18,0,0,0,0,1,1,0,12,0,0,0.18,0,1,1,422,424,4
MO,1,43,0,1,0,0,0,1,0,13,0,1,4.92,0,1,1,422,434,10
MO,1,60,0,0,0,0,1,1,0,12,0,1,3.65,0,1,1,452,474,20
MO,1,65,0,0,0,0,1,0,1,16,1,1,6.4,0,1,1,392,409,15
MO,1,62,0,0,0,0,1,1,0,16,1,0,7.82,0,1,1,1055,1064,10
MO,1,39,0,0,0,0,1,0,1,17,1,0,20,0,1,1,1085,1109,25
MO,1,33,0,0,0,0,1,1,0,13,0,1,8.7,0,1,1,605,614,10
MO,1,37,0,0,0,0,1,0,1,17,1,1,6.82,0,1,1,422,439,15
MO,1,35,0,0,0,0,1,1,0,12,0,0,2.5,0,1,1,275,309,35
MO,1,57,0,0,0,0,1,0,1,16,1,1,10.3,0,1,1,302,314,10
MO,1,63,0,0,0,0,1,0,1,12,0,1,4.4,0,1,1,332,354,20
MO,1,36,0,1,0,0,0,0,1,13,0,0,3.9,0,1,1,512,529,15
MO,1,64,0,0,0,0,1,1,0,12,0,0,3.82,0,1,1,522,544,20
MO,1,29,0,0,0,0,1,1,0,16,1,1,5,0,1,1,437,484,45
MO,1,24,0,0,0,0,1,0,1,14,0,0,0.71,0,1,1,935,949,15
MO,1,49,0,0,0,0,1,1,0,17,1,1,2.8,0,1,1,452,479,25
MO,1,24,0,0,0,0,1,1,0,12,0,0,0.7,0,1,1,422,439,15
MO,1,68,0,0,0,0,1,1,0,12,0,0,6,0,1,1,285,304,15
MO,1,21,1,0,0,0,0,0,1,14,0,0,0.5,0,1,1,362,379,15
MO,1,76,0,0,0,0,1,1,0,14,0,0,3.34,0,1,1,377,414,35
MO,1,34,0,0,0,0,1,0,1,16,1,0,5,0,1,1,437,484,45
MO,1,40,0,0,0,0,1,1,0,17,1,1,12.5,0,1,1,452,494,40
MO,1,64,0,1,0,0,0,1,0,17,1,1,10.2,0,1,1,437,479,40
MO,1,27,0,0,0,0,1,1,0,13,0,0,5,0,1,1,422,444,20
MO,1,39,0,0,0,0,1,0,1,16,1,1,10,0,1,1,467,494,25
MO,1,33,0,0,1,0,1,0,1,13,0,1,10.8,0,1,1,392,429,35
MO,1,49,0,0,0,0,1,1,0,16,1,1,0.9,0,1,1,452,489,35
MO,1,58,0,0,0,0,1,1,0,16,1,0,9,0,1,1,482,499,15
MO,1,50,0,0,0,0,1,0,1,17,1,0,7.5,0,1,1,362,394,30
MO,1,37,0,0,0,0,1,1,0,16,1,1,8,0,1,1,457,464,1
MO,1,33,1,0,0,0,0,1,0,17,1,1,1.67,0,1,1,1085,1099,15
MO,1,36,0,1,0,0,0,0,1,13,0,0,8.6,0,1,1,392,444,50
MO,1,32,0,0,0,0,1,0,1,17,1,1,6.7,0,1,1,422,444,20
MO,1,57,0,1,0,0,0,0,1,12,0,0,5.5,0,1,1,1355,1369,15
MO,1,24,0,0,0,0,1,1,0,16,1,0,4,0,1,1,347,379,30
MO,1,45,0,0,0,0,1,1,0,17,1,0,7.5,0,1,1,497,509,10
MO,1,32,0,0,0,0,0,0,1,16,1,0,6.5,0,1,1,377,389,10
MO,1,43,0,1,0,0,0,1,0,14,0,1,2.7,0,1,1,542,559,15
MO,1,38,0,0,1,0,1,0,1,9,0,0,7,0,0,1,482,504,20
MT,0,38,0,0,0,0,1,0,1,16,1,1,5,0,1,1,725,739,15
MT,0,46,0,0,0,0,1,0,1,17,1,1,5.8,0,1,1,422,439,15
MT,0,67,0,0,0,0,1,1,0,12,0,0,3.33,0,1,1,452,459,5
MT,0,54,0,0,0,0,1,0,1,17,1,1,37.822,0,1,1,482,524,40
MT,0,37,0,0,0,0,1,0,1,13,0,1,5,0,1,1,422,439,15
MT,0,57,0,0,0,0,1,1,0,16,1,1,0.76,0,1,1,452,459,5
MT,0,43,0,0,0,0,1,1,0,14,0,0,3.44,0,1,1,422,429,5
MT,0,62,0,0,0,0,1,0,1,12,0,1,4,0,1,1,392,409,15
MT,0,29,0,0,0,0,1,1,0,17,1,0,3.2,0,1,1,432,444,8
MT,0,46,0,0,0,0,1,0,1,12,0,1,2.6,0,1,1,482,489,5
MT,0,54,0,0,0,0,1,1,0,16,1,1,5.1,0,1,1,332,334,2
NE,0,58,0,0,0,0,1,1,0,14,0,1,7.2,0,1,1,452,474,20
NE,0,60,0,0,0,0,1,0,1,12,0,1,4.5,0,0,1,512,524,10
NE,0,60,0,0,0,0,1,0,1,12,0,1,5.5,0,1,1,285,334,45
NE,0,55,0,0,0,0,1,1,0,10,0,0,4,1,1,1,875,894,20
NE,0,62,0,0,0,0,1,1,0,14,0,1,1.56,0,1,1,422,449,29
NE,0,58,0,0,0,0,1,1,0,12,0,1,1.8,0,1,1,442,504,60
NE,0,30,0,0,0,0,1,0,1,13,0,0,4.7,0,1,1,302,309,5
NE,0,29,0,0,0,0,1,0,1,12,0,0,1.53,0,1,1,362,379,15
NE,0,40,0,0,0,0,1,1,0,16,1,0,4.1,0,1,1,422,469,45
NE,0,74,0,0,0,0,1,1,0,13,0,1,0.75,0,1,1,332,339,8
NE,0,39,0,0,0,0,1,1,0,10,0,0,2.54,0,1,1,905,934,30
NE,0,64,0,0,0,0,1,1,0,13,0,1,1.2,0,1,1,392,419,25
NE,0,77,0,0,0,0,1,0,1,12,0,1,2.3,0,1,1,422,434,10
NE,0,29,0,0,0,0,1,0,1,16,1,0,5.3,0,1,1,332,339,5
NE,0,62,0,0,0,0,1,1,0,12,0,1,2.3,0,1,1,467,484,15
NE,1,23,0,0,0,0,1,0,1,13,0,0,2.8,0,1,1,482,499,15
NE,1,18,0,0,0,0,1,1,0,11,0,0,0.2,0,1,1,542,549,5
NE,1,47,0,0,0,0,1,1,0,17,1,1,5.8,0,1,1,467,484,15
NE,1,61,0,0,0,0,1,1,0,12,0,1,3,0,1,1,422,439,15
NE,1,28,0,0,1,0,1,0,1,16,1,0,4.2,0,1,1,482,494,10
NE,1,47,0,0,1,0,1,0,1,8,0,1,3.2,0,0,1,362,384,20
NE,1,60,0,0,0,0,1,1,0,17,1,1,10.001,0,1,1,542,564,20
NE,1,46,0,0,1,0,0,0,1,12,0,0,1.2,0,1,0,995,1019,25
NE,1,55,0,0,0,0,1,0,1,12,0,1,12,0,1,1,452,469,15
NE,1,36,0,0,0,0,1,1,0,16,1,1,7.51,0,1,1,467,479,10
NE,1,59,0,0,0,0,1,0,1,13,0,1,4.6,0,1,1,815,849,35
NE,1,49,0,1,0,0,0,0,1,13,0,1,4,0,1,1,482,489,5
NV,0,44,0,0,0,0,1,0,1,13,0,1,1.1,0,1,1,362,484,146
NV,0,62,0,0,0,0,1,0,1,12,0,1,6,0,1,1,302,339,35
NV,0,24,0,0,0,0,1,0,1,12,0,0,3.03,0,1,1,522,534,10
NV,0,36,0,0,0,0,1,1,0,12,0,0,1.5,0,1,1,1425,1434,1
NV,0,38,0,0,0,0,1,0,1,13,0,1,11,0,1,1,542,544,3
NV,1,25,0,1,0,0,0,1,0,12,0,0,1.45,1,1,0,875,994,146
NV,1,23,0,0,0,0,1,0,1,12,0,0,7.8,0,1,1,215,224,10
NV,1,24,0,0,0,0,1,0,1,12,0,0,1.1,0,0,1,417,459,40
NV,1,41,0,0,0,0,1,1,0,17,1,1,8.6,0,1,1,482,514,30
NV,1,53,0,0,1,0,1,0,1,8,0,1,3.78,0,1,1,302,334,30
NV,1,50,0,1,0,0,0,1,0,14,0,0,14,1,1,1,422,454,30
NV,1,47,0,0,0,0,1,1,0,12,0,0,4.5,0,1,1,905,919,15
NV,1,42,0,0,1,0,0,0,1,12,0,0,4,0,1,1,512,529,15
NV,1,36,1,0,0,0,0,1,0,13,0,1,3.8,0,1,1,482,499,15
NV,1,25,0,0,0,0,1,0,1,12,0,0,3.1,0,1,1,245,314,70
NV,1,27,0,0,0,0,1,0,1,12,0,0,1.6,0,0,1,347,359,12
NV,1,44,0,0,1,0,0,1,0,13,0,0,4.5,0,1,1,512,544,30
NV,1,26,0,1,0,0,0,1,0,16,1,0,4.9,0,1,1,392,424,30
NV,1,19,0,0,0,0,1,1,0,12,0,0,0.069,0,1,1,372,414,40
NV,1,38,0,0,0,0,1,0,1,13,0,1,10,0,1,1,387,409,20
NV,1,35,0,1,0,0,0,1,0,16,1,0,1.5,0,1,1,905,914,10
NV,1,39,0,1,0,0,0,1,0,12,0,1,1.3,0,1,1,275,289,15
NV,1,69,0,0,0,0,1,1,0,12,0,1,12.28,0,1,1,422,464,40
NV,1,48,0,0,0,0,1,1,0,17,1,0,46.1,0,1,0,452,454,1
NV,1,41,0,0,1,0,1,1,0,12,0,1,3.83,0,1,1,362,394,30
NV,1,33,0,0,0,0,1,1,0,12,0,0,3.8,0,1,0,512,529,15
NV,1,29,0,0,0,0,0,1,0,13,0,1,3.53,0,1,1,695,719,25
NV,1,35,0,0,1,0,0,1,0,12,0,0,1,0,1,1,785,804,20
NV,1,51,0,0,0,0,1,0,1,13,0,1,13,0,1,1,347,364,15
NV,1,32,0,0,0,0,1,0,1,16,1,1,3,0,1,1,362,414,50
NV,1,25,0,0,0,0,1,1,0,12,0,0,0.5,0,1,1,422,424,2
NV,1,49,0,0,0,0,1,0,1,17,1,0,9,0,1,1,542,554,10
NV,1,67,0,0,0,0,1,0,1,13,0,1,3.83,0,1,1,302,309,5
NV,1,36,0,0,0,0,1,0,1,12,0,0,5.004,0,1,1,452,474,20
NV,1,17,0,0,1,0,1,0,1,12,0,1,1.05,0,1,1,312,359,48
NV,1,41,0,0,0,0,1,1,0,12,0,0,4,0,1,1,422,454,30
NV,1,19,0,0,0,0,1,0,1,13,0,0,0.03,0,1,1,482,489,5
NV,1,22,0,0,0,0,1,1,0,13,0,0,3,0,1,1,875,884,10
NH,0,51,0,0,0,0,1,1,0,17,1,1,2.9,0,1,1,452,484,30
NH,0,51,0,0,0,0,1,1,0,17,1,1,15.5,0,1,1,377,439,60
NH,0,31,0,0,0,0,1,1,0,14,0,0,4,0,1,1,452,469,15
NH,0,70,0,0,0,0,1,1,0,12,0,1,2.15,0,1,1,572,604,30
NH,0,58,0,0,0,0,1,0,1,12,0,1,12,0,1,1,377,394,15
NH,0,68,0,0,0,0,1,0,1,16,1,1,14.2,0,1,1,407,429,20
NH,0,53,0,0,0,0,1,1,0,17,1,1,7,0,1,1,437,444,5
NH,0,51,1,0,0,0,0,0,1,16,1,1,13,0,1,1,422,514,90
NH,0,59,0,0,0,0,1,0,1,12,0,0,3.4,0,1,1,302,314,10
NH,0,50,0,0,0,0,1,1,0,14,0,1,9.3,0,1,1,407,449,40
NH,0,50,0,0,0,0,1,0,1,8,0,0,3.2,0,0,0,542,574,30
NH,0,35,0,0,0,0,1,0,1,12,0,1,6.2,0,1,1,1325,1369,45
NH,0,45,0,0,0,0,1,0,1,16,1,0,4.5,1,1,1,815,839,25
NH,0,57,0,0,0,0,1,0,1,16,1,0,5.6,0,1,1,332,369,35
NH,0,61,0,0,0,0,1,1,0,14,0,1,17.5,0,1,1,362,384,20
NH,0,35,0,0,0,0,1,0,1,16,1,0,4.1,0,1,1,512,524,10
NH,0,49,0,0,0,0,1,1,0,12,0,1,5.8,0,1,1,482,484,3
NH,0,48,0,0,0,0,1,0,1,16,1,0,9,0,1,1,482,499,15
NH,0,28,0,0,0,0,1,1,0,12,0,0,3,1,0,1,422,499,75
NH,0,62,0,0,0,0,1,0,1,14,0,1,2.28,0,1,1,482,494,10
NH,0,52,0,0,0,0,1,1,0,12,0,1,6.2,0,1,1,512,544,30
NH,0,56,0,0,0,0,1,0,1,12,0,1,8.5,0,1,1,402,554,147
NH,0,49,0,0,0,0,1,0,1,16,1,1,15.01,1,1,1,482,544,60
NH,0,46,0,0,0,0,1,0,1,13,0,1,20.5,0,1,1,347,539,147
NJ,0,44,0,0,1,0,1,0,1,7,0,1,1.7,1,0,0,452,474,20
NJ,0,33,0,0,1,0,1,1,0,14,0,1,6.5,0,1,1,1085,1094,10
NJ,0,44,0,1,0,0,0,0,1,12,0,1,7.5,0,1,1,422,444,20
NJ,0,39,0,1,0,0,0,1,0,13,0,0,9,1,1,1,332,374,40
NJ,0,61,0,0,0,0,1,0,1,13,0,1,0.8,0,1,1,725,754,30
NJ,0,44,0,0,0,0,1,1,0,17,1,1,9.3,0,1,1,392,439,45
NJ,0,30,0,0,1,0,1,0,1,12,0,1,6.5,1,1,1,1155,1169,25
NJ,0,33,0,0,1,0,0,1,0,12,0,1,2.7,0,1,1,482,499,15
NJ,1,54,0,0,0,0,1,1,0,13,0,1,4,0,1,1,467,479,10
NJ,1,62,0,0,0,0,1,1,0,16,1,1,1.83,0,1,1,452,464,10
NJ,1,31,0,0,0,0,1,0,1,17,1,0,25.41,0,1,1,392,424,30
NJ,1,53,0,0,0,0,1,0,1,16,1,1,13.48,0,1,1,302,334,30
NJ,1,43,0,0,0,0,1,1,0,17,1,1,17.5,0,1,1,885,894,8
NJ,1,32,0,0,0,0,1,0,1,17,1,1,6,0,1,1,422,484,60
NJ,1,56,0,0,1,0,1,1,0,12,0,0,4.26,0,1,1,352,374,20
NJ,1,50,0,0,0,0,1,1,0,12,0,1,0.85,0,1,1,472,479,6
NJ,1,28,0,0,0,0,1,0,1,16,1,0,4.5,0,1,1,482,499,15
NJ,1,29,0,0,0,0,1,0,1,14,0,0,0.8,0,1,1,285,299,10
NJ,1,54,1,0,0,0,0,1,0,13,0,0,6,0,1,1,362,379,15
NJ,1,56,0,0,0,0,1,0,1,16,1,1,39,0,1,1,512,559,45
NJ,1,60,0,0,0,0,1,0,1,12,0,1,8.5,0,1,1,422,449,25
NJ,1,50,0,0,0,0,1,0,1,16,1,1,9,0,1,1,392,414,20
NJ,1,30,0,0,0,0,1,0,1,17,1,0,8,0,1,1,422,449,25
NJ,1,66,0,0,0,0,1,0,1,14,0,1,7.7,0,1,1,605,624,20
NJ,1,61,0,0,0,0,1,1,0,12,0,0,1.9,0,1,1,605,664,60
NJ,1,23,0,0,1,0,0,1,0,12,0,0,2.2,1,0,1,362,404,40
NJ,1,64,0,0,0,0,1,1,0,16,1,1,5.2,0,1,1,452,459,7
NJ,1,56,0,0,0,0,1,0,1,17,1,1,22.5,0,1,1,532,539,5
NJ,1,39,0,0,0,0,1,0,1,17,1,1,30.1,0,1,1,452,469,15
NJ,1,21,0,1,0,0,0,1,0,12,0,0,0.036,1,1,1,542,584,40
NJ,1,53,0,0,0,0,1,0,1,17,1,1,10.8,0,1,1,412,469,55
NJ,1,39,0,0,0,0,1,1,0,16,1,1,15,0,1,1,542,584,40
NJ,1,56,0,0,0,0,1,0,1,12,0,1,8,0,1,1,377,429,50
NJ,1,18,0,0,0,0,1,0,1,12,0,0,0.2,0,1,1,645,659,10
NJ,1,34,0,0,0,0,1,0,1,12,0,1,6,0,1,1,245,259,15
NJ,1,47,0,0,0,0,1,1,0,16,1,1,8,0,1,1,572,694,139
NJ,1,31,0,0,1,0,0,0,1,12,0,0,5,0,1,1,885,894,5
NJ,1,38,0,0,1,0,0,0,1,12,0,1,0.16,0,0,1,422,434,10
NJ,1,40,0,0,0,0,1,0,1,16,1,1,10,0,1,1,452,544,90
NJ,1,31,0,0,0,0,1,1,0,16,1,0,5.1,0,1,1,422,454,30
NJ,1,58,0,0,0,0,1,1,0,14,0,1,6.5,0,1,1,462,489,25
NJ,1,38,0,1,0,0,0,1,0,17,1,1,5.4,0,1,1,452,474,20
NJ,1,35,0,0,0,0,1,0,1,16,1,1,9.5,0,1,1,437,444,7
NJ,1,23,0,0,1,0,1,0,1,12,0,0,1.5,1,1,1,397,439,40
NJ,1,41,1,0,0,0,0,1,0,17,1,1,12,0,1,1,452,504,50
NJ,1,44,0,1,0,0,0,0,1,16,1,1,1.5,0,1,1,845,904,60
NJ,1,25,0,1,0,0,0,0,1,12,0,0,6.5,0,1,0,422,569,139
NJ,1,36,0,0,0,0,0,1,0,16,1,1,0.04,0,1,1,467,509,40
NJ,1,63,0,1,1,0,0,1,0,12,0,1,2.8,0,0,1,452,504,50
NJ,1,57,0,0,0,0,1,0,1,16,1,1,5.5,0,1,1,442,519,75
NJ,1,59,0,1,0,0,0,1,0,12,0,1,1.5,0,1,1,392,424,30
NJ,1,50,0,0,0,0,1,0,1,16,1,1,12,0,1,1,392,424,30
NJ,1,21,0,0,1,0,1,0,1,13,0,0,0.48,0,1,1,605,624,20
NJ,1,31,0,1,0,0,0,1,0,16,1,0,3,0,0,1,362,404,40
NJ,1,20,0,1,0,0,0,0,1,11,0,0,5,1,1,1,1155,1164,20
NJ,1,65,0,0,0,0,1,1,0,12,0,0,3.2,0,1,1,347,359,10
NJ,1,48,0,0,0,0,1,0,1,12,0,0,2.59,0,1,1,392,404,10
NJ,1,25,0,0,0,0,1,1,0,16,1,0,7.5,0,1,1,482,529,45
NJ,1,40,1,0,0,0,0,0,1,12,0,0,7,1,1,1,422,469,45
NJ,1,28,0,0,0,0,0,0,1,17,1,0,7,0,1,1,542,574,30
NJ,1,45,0,0,1,0,1,0,1,9,0,0,1.92,0,1,0,362,384,20
NJ,1,50,0,0,0,0,1,0,1,17,1,1,37,0,1,1,467,514,45
NJ,1,39,1,0,0,0,0,0,1,16,1,1,2,0,1,1,605,664,60
NJ,1,45,0,0,0,0,1,1,0,17,1,1,8.2,0,1,1,452,484,30
NJ,1,45,0,0,0,0,1,0,1,16,1,1,2.5,0,0,1,482,494,10
NJ,1,40,0,0,1,0,1,0,1,8,0,1,2.1,0,0,1,482,514,30
NJ,1,34,1,0,0,0,0,0,1,16,1,1,12.7,0,1,1,422,469,45
NJ,1,34,0,0,0,0,1,1,0,16,1,1,11,0,1,1,422,484,60
NJ,1,27,0,0,0,0,0,0,1,16,1,0,4.8,0,1,1,542,564,20
NJ,1,64,0,0,0,0,1,1,0,17,1,1,8.7,0,1,1,452,469,15
NJ,1,49,0,0,0,0,1,1,0,12,0,0,3.8,0,0,1,422,469,48
NJ,1,31,0,0,0,0,1,1,0,14,0,0,3.3,0,1,1,482,499,15
NJ,1,41,0,0,1,0,1,0,1,10,0,1,2.5,0,0,1,1325,1344,20
NJ,1,46,0,0,0,0,1,1,0,17,1,0,14.9,0,1,1,482,494,10
NJ,1,27,0,0,0,0,0,1,0,16,1,0,2.5,0,1,1,965,984,20
NJ,1,38,1,0,0,0,0,0,1,17,1,1,9.6,0,1,1,482,574,90
NJ,1,24,0,0,0,0,1,1,0,16,1,0,5,0,1,1,482,499,15
NJ,1,24,0,0,0,0,1,1,0,13,0,1,0.9,0,1,1,1025,1039,15
NJ,1,76,0,1,0,0,0,1,0,12,0,0,6.2,0,1,1,377,394,15
NJ,1,25,0,0,0,0,1,1,0,12,0,0,3.56,0,1,1,322,354,30
NJ,1,53,0,0,0,0,1,0,1,16,1,1,6.1,0,1,1,347,469,139
NJ,1,52,0,0,0,0,1,1,0,16,1,1,9.4,0,1,1,452,469,15
NJ,1,47,0,0,0,0,1,0,1,12,0,1,10,0,1,1,302,364,60
NJ,1,32,1,0,0,0,0,1,0,16,1,1,5.23,0,1,1,512,549,35
NJ,1,26,0,0,0,0,1,0,1,16,1,0,63.7,0,1,1,482,494,12
NJ,1,21,0,0,0,0,1,1,0,14,0,0,0.18,0,1,1,417,424,5
NJ,1,30,0,0,0,0,1,1,0,14,0,0,5.9,0,1,1,542,634,90
NJ,1,33,0,0,1,0,1,0,1,12,0,1,3.46,0,1,1,482,494,10
NJ,1,24,1,0,0,0,0,1,0,16,1,0,1.2,0,1,1,482,504,20
NJ,1,64,0,0,0,0,1,1,0,12,0,1,2.46,0,1,1,482,484,2
NJ,1,59,0,1,0,0,0,0,1,13,0,1,8,0,1,1,497,559,60
NJ,1,56,0,0,0,0,1,0,1,17,1,1,21.7,0,1,1,377,579,139
NJ,1,25,0,0,0,0,1,0,1,12,0,0,2,0,1,1,245,364,139
NJ,1,40,0,0,0,0,1,0,1,12,0,1,5,0,1,1,422,434,10
NJ,1,47,0,0,0,0,1,0,1,12,0,0,5.5,0,1,1,442,459,16
NJ,1,32,0,0,0,0,1,0,1,16,1,0,5,0,1,1,542,559,15
NJ,1,62,0,0,0,0,1,0,1,12,0,1,8,0,1,1,392,469,75
NJ,1,54,0,0,0,0,1,1,0,16,1,1,10.4,0,1,1,467,479,10
NJ,1,43,0,1,0,0,0,1,0,17,1,0,9.6,0,1,1,392,514,139
NJ,1,22,1,0,0,0,0,0,1,13,0,0,1.5,0,1,1,665,689,25
NJ,1,33,0,0,1,0,0,0,1,17,1,0,4,0,0,1,392,439,45
NJ,1,56,0,0,0,0,1,1,0,12,0,0,8,0,1,1,502,529,25
NJ,1,49,0,0,0,0,1,0,1,16,1,1,8,0,1,1,362,394,30
NJ,1,17,0,0,0,0,1,1,0,12,0,0,0.1,0,1,1,725,734,10
NJ,1,38,0,0,0,0,1,0,1,16,1,1,2.35,0,1,1,477,484,5
NJ,1,29,0,0,0,0,1,0,1,12,0,0,2.4,0,0,1,512,544,30
NJ,1,58,0,0,0,0,1,1,0,16,1,0,8,0,1,1,317,379,60
NJ,1,18,0,0,0,0,1,0,1,12,0,0,1.68,0,1,1,542,559,17
NJ,1,18,0,0,0,0,1,0,1,12,0,0,0.06,0,1,1,422,469,45
NJ,1,84,0,0,0,0,1,0,1,13,0,1,4.44,0,1,1,332,354,20
NJ,1,60,0,0,0,0,1,0,1,17,1,1,11.5,0,1,1,482,494,10
NJ,1,69,0,0,0,0,1,1,0,17,1,0,3,0,1,1,437,454,15
NJ,1,27,0,0,0,0,1,0,1,8,0,0,10.6,0,1,1,542,544,2
NJ,1,60,0,0,0,0,1,1,0,12,0,1,38.5,0,1,1,452,474,20
NJ,1,52,0,0,0,0,1,0,1,12,0,0,8.8,0,1,1,855,869,10
NJ,1,42,0,0,0,0,1,1,0,12,0,1,0.87,0,1,1,605,609,7
NJ,1,45,0,0,0,0,1,1,0,16,1,0,5.5,0,1,1,392,409,15
NJ,1,39,0,0,0,0,1,0,1,17,1,0,13.75,0,1,1,542,564,20
NJ,1,20,0,0,0,0,1,0,1,13,0,0,0.3,0,1,1,422,469,45
NJ,1,47,0,0,0,0,1,1,0,16,1,0,8.22,0,1,1,482,514,33
NJ,1,52,0,0,0,0,1,1,0,13,0,1,9,0,1,1,407,444,35
NJ,1,40,0,0,1,0,0,1,0,16,1,1,8.4,1,0,0,442,454,10
NJ,1,34,0,0,1,0,1,0,1,13,0,0,6.2,0,1,1,452,469,15
NJ,1,47,0,0,0,0,1,1,0,17,1,1,27.15,0,1,1,452,514,60
NJ,1,21,0,0,1,0,0,1,0,13,0,0,0.2,0,1,1,512,529,15
NJ,1,22,0,0,0,0,1,0,1,12,0,0,3.5004,0,1,1,452,489,35
NJ,1,58,0,0,0,0,1,0,1,14,0,1,9,0,1,1,422,454,30
NJ,1,47,0,0,0,0,1,1,0,17,1,0,15.05,0,1,1,482,499,15
NJ,1,59,1,0,0,0,0,1,0,16,1,1,4.53,0,1,1,422,469,45
NJ,1,52,0,0,0,0,1,0,1,12,0,1,10,0,1,1,245,304,60
NJ,1,46,0,0,0,0,1,0,1,13,0,0,5.18,0,1,1,367,404,35
NJ,1,49,0,0,0,0,1,1,0,12,0,1,8.5,0,0,1,382,419,35
NJ,1,48,0,0,0,0,1,0,1,16,1,1,9.1,0,1,1,482,529,45
NJ,1,54,0,0,1,0,1,1,0,12,0,1,8.1,0,1,1,422,469,45
NJ,1,46,0,0,1,0,0,1,0,9,0,1,2.89,0,1,1,452,464,10
NJ,1,48,0,0,1,0,0,1,0,14,0,0,8.3,0,1,1,482,524,40
NJ,1,27,0,0,0,0,1,0,1,12,0,1,8,0,1,1,332,364,30
NJ,1,47,0,1,0,0,0,1,0,17,1,0,7.8,0,1,1,452,479,25
NJ,1,59,0,0,0,0,1,0,1,10,0,0,2.4,1,0,1,452,474,20
NM,0,45,0,0,1,0,1,1,0,12,0,1,34.5,0,1,1,422,434,10
NM,0,29,0,0,0,1,0,0,1,12,0,0,1.88,1,1,0,605,609,5
NM,0,55,0,0,1,0,1,0,1,12,0,0,3.5,0,0,0,422,429,5
NM,0,45,0,0,0,0,1,1,0,16,1,1,3.7,0,1,1,452,464,10
NM,0,39,0,0,0,0,1,1,0,16,1,1,11.2,0,1,1,452,479,25
NM,0,40,0,0,1,0,1,0,1,14,0,0,5.6,0,1,1,452,494,40
NM,0,51,1,0,0,0,0,0,1,12,0,1,3.5,0,1,1,302,334,30
NM,0,55,0,0,1,0,1,0,1,13,0,0,2,0,1,1,462,474,10
NM,0,46,0,0,1,0,1,0,1,14,0,0,2.3,0,0,0,452,464,13
NM,0,28,0,0,1,0,1,0,1,11,0,0,5,1,0,1,317,334,15
NM,0,55,0,0,0,1,0,1,0,12,0,0,1.29,1,1,1,665,694,30
NM,0,67,0,0,0,1,0,1,0,12,0,0,1.81,0,1,0,452,514,60
NM,0,31,0,0,1,0,1,0,1,12,0,1,2.5,0,1,1,362,444,80
NM,0,52,0,0,0,1,0,1,0,12,0,0,1.7,1,1,1,512,539,25
NM,0,30,0,0,0,0,1,0,1,14,0,1,0.6,0,1,1,392,399,5
NM,0,47,0,0,0,0,1,0,1,12,0,0,1.8,1,1,1,467,499,30
NM,0,46,0,0,0,1,0,1,0,13,0,0,2.2,0,1,1,422,484,60
NM,0,25,0,0,1,0,1,1,0,11,0,1,3.18,1,1,1,362,379,15
NM,1,81,0,0,0,0,1,0,1,14,0,1,5.65,0,1,1,925,944,15
NM,1,41,0,0,1,0,1,1,0,17,1,1,6,0,1,1,452,459,8
NM,1,39,0,0,0,0,1,0,1,16,1,1,8,0,1,1,362,394,30
NM,1,38,0,0,0,0,1,1,0,17,1,0,9.05,0,1,1,422,439,15
NM,1,31,0,0,0,0,1,1,0,16,1,0,4.4,0,1,1,462,479,15
NM,1,56,0,0,1,0,1,1,0,14,0,0,5.7,1,1,1,1355,1359,7
NY,0,35,0,1,0,0,0,1,0,13,0,1,6,0,1,1,452,464,10
NY,0,68,0,0,0,0,1,1,0,17,1,1,0.92,0,1,1,422,469,45
NY,0,58,0,0,0,0,1,0,1,13,0,1,8,0,1,1,357,404,45
NY,0,53,0,0,0,0,1,1,0,13,0,1,8.9,0,1,1,302,354,50
NY,0,48,0,0,0,0,1,1,0,12,0,0,2.8,0,1,1,492,514,23
NY,0,28,0,0,0,0,1,0,1,16,1,0,4.8,0,1,1,422,439,15
NY,0,61,0,0,0,0,1,1,0,16,1,0,4.43,0,1,1,467,529,60
NY,0,57,0,0,0,0,1,0,1,16,1,1,14.15,0,1,1,422,449,25
NY,0,41,0,0,1,0,1,0,1,12,0,1,7,0,1,1,185,204,20
NY,0,73,0,0,0,0,1,1,0,17,1,0,12.82,0,1,1,542,554,10
NY,0,58,0,0,0,0,1,1,0,8,0,1,0.7,0,0,1,422,454,30
NY,0,56,0,0,0,0,1,0,1,12,0,1,3.54,0,1,1,362,384,20
NY,0,73,0,0,1,0,1,1,0,8,0,0,2,0,1,1,472,534,60
NY,0,38,0,0,0,0,1,0,1,17,1,1,7,0,1,1,402,419,15
